Geo_GEOID,Geo_NAME,SE_T001_001,SE_T002_001,SE_T002_002,SE_T003_001,SE_T003_002,SE_T003_003,SE_T150_002,SE_T150_008,SE_T027_008,SE_T030_002,SE_T037_003,SE_T049_003,SE_T049_004,SE_T049_005,SE_T049_006,SE_T049_007,SE_T049_009,SE_T049_011,SE_T049_012,SE_T053_003,SE_T053_004,SE_T053_006,SE_T056_002,SE_T056_017,SE_T080_002,SE_T108_002,SE_T114_002,SE_T128_003,SE_T128_004,SE_T128_005,SE_T128_006,SE_T129_009,SE_T145_002,SE_T131_002,B07003013,B07003016,B10063002
05000US54027,"Hampshire County, West Virginia",23455,23455,36.62585,644.6118,640.3948,4.217035,3388,20,20,11,737,898,1246,168,1298,387,215,2311,313,1558,956,62,1118,12,433,2562,1101,23,0,0,248,578,2960,1900,539,0,403
05000US54029,"Hancock County, West Virginia",30024,30024,363.4457,87.96815,82.60931,5.35884,2836,53,21,100,957,666,2111,342,1636,837,641,2833,1710,1673,705,13,1108,215,356,4540,1423,129,3,0,286,209,2965,2575,1146,129,376
05000US54031,"Hardy County, West Virginia",13942,13942,23.94228,584.4861,582.3173,2.16881,2002,80,38,88,453,304,1529,189,611,334,188,1244,554,963,572,18,321,80,308,2019,621,11,0,11,404,261,1504,1263,459,117,118
05000US54033,"Harrison County, West Virginia",68775,68775,165.3215,416.5175,416.0077,0.509778,5997,335,106,161,2358,2012,1631,752,3805,1712,1040,7660,2198,5980,2345,37,2544,772,485,9845,3100,205,9,8,824,435,6060,5656,960,74,1234
05000US54035,"Jackson County, West Virginia",29199,29199,62.88056,471.6292,464.3565,7.272659,2770,171,34,70,637,947,1500,188,1135,569,364,2788,853,2048,838,12,1150,206,306,3956,1388,22,47,0,260,466,2279,2508,307,25,490
05000US54037,"Jefferson County, West Virginia",55531,55531,264.8672,211.6702,209.656,2.014149,4239,484,130,97,2218,2175,1757,275,2856,1176,1240,5633,3521,6640,1862,47,1109,1331,437,11068,1702,659,22,25,759,2471,4389,4903,3015,223,1037
05000US54039,"Kanawha County, West Virginia",189636,189636,210.3253,910.9201,901.6318,9.288262,16283,1473,633,374,5726,4307,4305,2133,9311,4354,4875,21513,7876,17214,5292,139,6180,2792,2073,28640,9230,1657,48,220,2555,1040,16734,14542,3757,333,3027
05000US54041,"Lewis County, West Virginia",16422,16422,42.44485,389.6467,386.9021,2.744573,1509,36,11,23,494,502,386,70,940,476,225,1496,497,981,400,3,736,80,137,2111,977,0,0,22,104,252,1624,1381,195,19,268
05000US54043,"Lincoln County, West Virginia",21482,21482,49.15354,438.5922,437.0388,1.553474,3150,18,0,32,556,545,440,142,965,548,415,1859,466,1461,347,0,954,24,93,1843,1889,2,61,0,139,488,1953,1668,268,4,355
05000US54045,"Logan County, West Virginia",35166,35166,77.50065,455.6159,453.751,1.864887,5649,29,7,50,1582,508,524,289,1304,628,334,2885,835,1896,785,35,1760,171,271,3982,1846,2,2,0,367,323,3828,2153,292,65,718
05000US54047,"McDowell County, West Virginia",20273,20273,38.00307,534.8983,533.4569,1.441421,5274,20,16,109,625,71,93,2,631,363,203,1388,84,1439,227,2,1474,61,152,920,2088,28,0,0,66,72,2758,1172,356,38,511
05000US54049,"Marion County, West Virginia",56716,56716,183.6993,311.5183,308.7437,2.774602,4302,288,140,101,1599,1477,1731,422,2721,1264,942,6862,2591,4394,1458,32,1758,418,340,7910,2886,213,5,0,746,509,5004,4781,1184,65,649
05000US54051,"Marshall County, West Virginia",32296,32296,105.739,312.154,305.4313,6.722618,2526,49,46,32,856,1139,861,251,1933,762,556,3392,1125,2098,719,3,1163,205,259,4845,1358,82,3,33,290,297,2946,2747,192,55,301
05000US54053,"Mason County, West Virginia",27060,27060,62.82089,444.7155,430.7484,13.96707,2974,2,2,78,1032,474,1426,180,1074,806,207,2407,562,1514,310,0,1240,48,324,3679,1442,15,0,0,125,340,2004,2456,459,1,537
05000US54055,"Mercer County, West Virginia",61476,61476,146.7328,420.677,418.9657,1.7113,7352,283,113,61,1542,1015,1784,391,3675,1238,929,7272,2002,4296,1681,15,2666,284,737,7445,3954,92,0,0,561,373,5440,4805,1743,95,1061
05000US54057,"Mineral County, West Virginia",27606,27606,84.19863,329.2201,327.8676,1.352506,2186,56,9,62,921,798,1961,119,1499,740,242,2629,974,1943,492,0,1524,51,221,3314,1112,81,29,0,205,400,3289,2169,336,4,365
05000US54059,"Mingo County, West Virginia",25549,25549,60.38027,423.9805,423.1349,0.8455931,4688,58,20,34,1425,320,324,183,1000,513,196,2071,348,1640,527,25,1614,142,257,2759,2082,2,0,14,297,295,2493,1318,514,15,461
05000US54061,"Monongalia County, West Virginia",102827,102827,285.5764,365.8799,360.0683,5.811577,5229,2558,918,53,3182,2581,2808,867,5122,1595,1667,17880,5441,10250,3228,18,5147,1982,893,12121,2912,1189,78,287,3025,731,8802,5196,6553,876,868
05000US54063,"Monroe County, West Virginia",13496,13496,28.54773,473.6396,472.7521,0.8875389,1848,42,37,0,508,386,974,49,636,371,145,1286,419,719,561,0,551,69,44,1989,693,0,0,0,92,171,1436,1018,474,49,92
05000US54065,"Morgan County, West Virginia",17514,17514,76.45609,229.6138,229.0727,0.5411492,2215,101,38,20,1020,538,828,139,900,264,350,1799,789,1243,785,0,699,108,183,3029,425,0,0,0,128,396,2039,1663,927,2,159
05000US54067,"Nicholas County, West Virginia",25743,25743,39.79838,654.4065,646.8354,7.571068,3039,184,120,13,816,734,639,265,1376,525,232,2324,528,1673,711,40,1258,367,352,3403,1385,35,19,5,81,439,2133,1882,331,0,407
05000US54069,"Ohio County, West Virginia",43257,43257,408.7397,109.0249,105.8302,3.194725,2458,253,76,178,1163,900,1213,593,2686,896,1020,5656,2675,2957,1317,28,2090,592,514,5755,1815,292,26,26,1204,291,3662,3387,1732,107,539
05000US54071,"Pendleton County, West Virginia",7291,7291,10.47488,698.1456,696.0463,2.099329,1040,29,20,0,123,363,344,0,269,138,71,749,145,661,387,6,351,81,58,851,314,8,4,9,63,111,660,661,124,0,70
05000US54073,"Pleasants County, West Virginia",7612,7612,58.50742,134.5472,130.1031,4.444039,687,7,0,2,268,193,439,42,209,207,99,872,192,667,219,0,198,52,32,1121,434,7,5,0,49,63,487,555,178,0,77
05000US54075,"Pocahontas County, West Virginia",8620,8620,9.167451,941.8193,940.2831,1.536153,996,80,30,7,219,288,304,23,196,279,150,800,558,960,409,4,263,44,126,1236,595,23,0,0,90,191,1132,773,163,14,80
05000US54077,"Preston County, West Virginia",33793,33793,52.08469,651.3885,648.8087,2.57987,4090,166,53,77,1138,1185,1351,190,1505,809,398,3552,920,2419,1012,32,949,158,217,4525,1347,34,16,0,303,510,3384,2358,672,66,321
05000US54079,"Putnam County, West Virginia",56743,56743,164.1498,350.399,345.6782,4.720864,3206,273,79,67,828,1641,2565,985,3466,1682,1414,6029,2244,4359,1485,8,1420,887,348,9519,1466,29,18,37,214,454,4236,4334,419,97,784
05000US54081,"Raleigh County, West Virginia",78051,78051,128.9341,609.3468,605.3559,3.990849,8720,204,104,137,2414,1303,992,794,3624,1573,1084,7723,3291,5911,1525,0,2577,506,775,10398,4280,78,24,8,700,911,8233,6713,1318,98,1101
05000US54083,"Randolph County, West Virginia",29287,29287,28.1687,1039.958,1039.7,0.2576688,3637,236,81,39,934,847,760,256,1362,592,487,3438,1049,2298,724,0,1136,217,152,3946,1089,0,0,69,406,353,3004,2438,223,20,298
05000US54085,"Ritchie County, West Virginia",10044,10044,22.22174,453.6984,451.9899,1.708557,1306,16,9,19,346,215,570,66,478,285,153,748,301,766,306,0,254,29,64,1208,524,5,13,0,87,71,1337,892,143,2,141
05000US54087,"Roane County, West Virginia",14513,14513,30.01263,483.7193,483.563,0.1562486,2259,94,0,26,536,452,294,46,719,270,197,1223,241,709,514,10,588,75,169,1761,754,0,17,0,66,226,1268,1023,92,21,218
05000US54089,"Summers County, West Virginia",13325,13325,36.95421,367.7269,360.5814,7.145583,1747,28,0,60,571,515,167,97,502,363,149,1417,624,1081,458,5,533,14,151,1747,541,0,0,0,122,167,1024,1120,613,31,234
05000US54091,"Taylor County, West Virginia",16949,16949,98.1009,175.6795,172.7711,2.908444,1730,56,37,10,694,439,604,320,706,424,200,1834,429,1260,492,0,580,75,179,2399,830,15,0,0,29,239,1436,1607,182,27,290
05000US54093,"Tucker County, West Virginia",6922,6922,16.52196,421.0922,418.9575,2.134733,659,20,17,0,267,287,200,12,199,172,77,759,393,993,254,0,251,13,29,974,228,3,0,0,64,115,577,554,110,0,69
05000US54095,"Tyler County, West Virginia",9000,9000,35.11596,260.6965,256.2937,4.402724,813,26,3,0,304,150,490,49,352,224,100,876,203,591,216,0,364,54,68,1094,495,0,0,0,104,118,1281,757,209,40,78
05000US54097,"Upshur County, West Virginia",24632,24632,69.45684,354.7544,354.6375,0.1168743,2680,113,42,47,833,639,740,155,1132,452,378,3091,664,1697,677,14,809,137,107,3117,1292,10,0,0,392,295,2738,1981,596,31,274
05000US54099,"Wayne County, West Virginia",41237,41237,81.4979,512.1123,505.9885,6.123858,6013,60,22,9,1515,648,1562,301,1848,1158,436,4619,1265,2681,1004,7,2122,251,505,5350,2867,80,14,23,183,450,4480,2903,946,5,621
05000US54101,"Webster County, West Virginia",8820,8820,15.93586,556.2288,553.4688,2.760104,1672,29,13,41,366,179,240,43,348,182,70,867,152,436,196,6,583,24,136,895,658,4,0,0,117,154,957,696,123,0,299
05000US54103,"Wetzel County, West Virginia",15997,15997,44.67641,361.3295,358.0637,3.265794,1944,67,28,12,513,560,464,92,571,404,149,1521,438,934,215,5,683,46,159,1715,1133,0,0,0,203,249,1579,1259,344,3,195
05000US54105,"Wirt County, West Virginia",5826,5826,25.05686,234.7659,232.5112,2.254723,692,34,0,16,125,337,335,36,251,89,72,456,207,420,190,0,202,69,58,619,304,0,0,0,34,108,629,483,69,0,27
05000US54107,"Wood County, West Virginia",86262,86262,235.5211,376.7664,366.2601,10.50632,6344,372,140,182,3036,2159,4141,708,5300,1738,1895,9227,3502,5487,2182,29,3015,765,1103,13941,4764,363,21,59,753,628,8119,7207,2320,119,1195
05000US54109,"Wyoming County, West Virginia",22537,22537,45.12337,501.8186,499.453,2.365643,3636,0,0,66,880,207,210,88,726,341,241,1758,529,1352,158,0,1038,130,93,2304,1352,10,0,10,103,304,2524,1637,129,0,383
05000US55001,"Adams County, Wisconsin",20294,20294,31.43349,687.4831,645.6172,41.86588,2050,51,31,30,777,579,1054,164,842,500,343,1330,1168,952,807,6,402,142,211,3491,655,17,3,0,116,230,1468,2372,500,49,178
05000US55003,"Ashland County, Wisconsin",15936,15936,15.24922,2292.378,1045.037,1247.341,902,99,43,25,577,554,928,72,1002,272,301,2118,832,1267,814,2,394,104,239,2422,798,60,3,46,602,186,1327,1265,244,51,154
05000US55005,"Barron County, Wisconsin",45548,45548,52.79416,889.7632,862.7469,27.01623,3262,181,106,101,1257,1639,5226,326,2598,858,791,4562,1780,2586,2628,67,899,391,496,8250,1752,47,69,62,1028,475,3480,3393,503,66,391
05000US55007,"Bayfield County, Wisconsin",14987,14987,10.14097,2041.684,1477.867,563.8165,629,123,63,21,498,734,672,57,663,342,298,1656,883,1416,1074,31,345,120,215,2908,520,90,0,48,304,120,1316,1491,201,17,95
05000US55009,"Brown County, Wisconsin",256621,256621,484.4242,615.7308,529.7444,85.98644,14605,1045,402,622,7446,6998,25223,4021,15572,7798,9502,27295,12114,13627,8989,203,5434,3955,1937,45537,9501,1020,329,497,3083,1619,17468,15715,4389,1070,2156
05000US55011,"Buffalo County, Wisconsin",13256,13256,19.73688,709.5941,671.6362,37.95797,806,67,22,14,269,495,1346,167,651,449,283,1437,447,745,1066,23,335,106,61,2261,349,14,11,3,223,137,884,1057,269,16,70
05000US55013,"Burnett County, Wisconsin",15259,15259,18.57298,880.2313,821.5699,58.66132,918,58,18,22,440,580,1009,71,663,275,281,1514,843,994,924,28,709,106,216,3306,622,7,10,17,175,408,1145,1728,465,14,149
05000US55015,"Calumet County, Wisconsin",49653,49653,156.0257,397.0772,318.2361,78.8411,2446,159,59,74,723,1334,7348,950,2947,1076,1580,5529,1669,2587,1951,43,587,644,251,10295,1201,85,71,136,248,373,1717,2588,286,163,269
05000US55017,"Chippewa County, Wisconsin",63355,63355,62.83023,1041.26,1008.352,32.90753,3486,318,164,142,1366,2096,6450,592,3916,1457,1763,7010,1763,3300,3269,81,1112,496,369,10937,2115,58,76,60,707,581,4246,4871,557,118,494
05000US55019,"Clark County, Wisconsin",34486,34486,28.50789,1218.672,1209.7,8.97233,3990,44,14,634,679,1041,3808,361,1475,764,388,3125,723,1322,3008,107,724,255,210,5248,2192,50,25,183,707,260,7927,2014,136,71,213
05000US55021,"Columbia County, Wisconsin",56650,56650,73.99976,795.9818,765.543,30.43869,2879,245,93,192,1341,2355,5264,764,2980,1501,1829,5998,2675,4389,2662,78,1032,683,451,11777,1420,109,93,60,721,496,3460,4235,755,117,374
05000US55023,"Crawford County, Wisconsin",16415,16415,28.76495,599.2103,570.6597,28.5505,1175,32,18,27,432,525,1331,111,1309,376,277,1450,561,960,999,6,475,102,144,2554,668,58,2,18,262,234,1269,1399,410,43,154
05000US55025,"Dane County, Wisconsin",516818,516818,431.9661,1237.489,1196.432,41.05732,15989,12108,4967,493,13387,11718,26108,6591,28973,7477,23763,83850,26778,60223,21397,385,11208,12876,3167,89982,14235,15675,787,8250,16278,3010,27992,24654,16869,4578,2844
05000US55027,"Dodge County, Wisconsin",88404,88404,100.9554,907.1042,875.674,31.43023,6905,252,138,149,2226,3025,11924,1015,4819,1945,1509,8115,2838,4630,3714,148,1451,546,625,15325,2268,110,164,119,1253,626,4226,6084,1251,137,685
05000US55029,"Door County, Wisconsin",27669,27669,57.40902,2370.236,481.9626,1888.273,1365,272,98,44,815,960,2426,277,1628,487,581,2266,1772,1537,1842,29,703,460,206,5827,567,59,58,34,458,219,1386,2215,695,26,101
05000US55031,"Douglas County, Wisconsin",43705,43705,33.51242,1479.677,1304.143,175.5337,1974,164,57,28,1459,1280,1627,675,2411,1894,1446,6127,2298,2838,1437,34,1472,308,397,7565,1691,302,12,112,664,235,3467,4052,2209,152,386
05000US55033,"Dunn County, Wisconsin",44348,44348,52.16468,863.8987,850.1537,13.74491,1930,421,185,32,1327,1311,3617,715,3175,1181,1012,5593,2109,3142,2320,49,1118,408,396,7059,1263,45,28,126,1620,516,3436,2931,1671,199,394
05000US55035,"Eau Claire County, Wisconsin",101907,101907,159.7483,645.1998,637.9224,7.277452,4373,971,340,177,2804,2268,6193,1022,9734,2455,3755,15517,4941,7322,4059,91,2232,1041,892,16539,2896,594,109,402,2153,991,8184,6107,2338,299,522
05000US55037,"Florence County, Wisconsin",4474,4474,9.165725,497.4325,488.1229,9.309557,252,12,0,0,161,205,363,30,243,85,50,457,229,319,205,7,115,45,62,786,66,6,0,0,5,28,377,514,158,33,32
05000US55039,"Fond du Lac County, Wisconsin",101968,101968,141.7099,765.8417,719.5546,46.28716,5939,488,181,58,2558,3638,12346,1181,5221,2289,2705,10962,3908,5785,4252,137,1933,878,698,18662,2357,271,115,204,1854,956,5796,6755,711,708,651
05000US55041,"Forest County, Wisconsin",9108,9108,8.980092,1046.519,1014.243,32.2759,879,13,6,34,388,319,436,32,358,184,127,801,448,922,478,3,297,50,82,1532,390,4,10,6,131,110,1205,823,107,11,98
05000US55043,"Grant County, Wisconsin",51723,51723,45.09944,1183.374,1146.866,36.50803,2745,323,115,170,1183,1416,4002,375,3815,924,1116,6421,2328,4277,2915,196,1032,329,319,7578,1746,97,94,146,1842,571,3944,2895,1239,127,262
05000US55045,"Green County, Wisconsin",37050,37050,63.4371,584.5511,584.0432,0.5080135,2014,231,99,13,620,1455,3724,569,2620,841,1077,4215,1149,2425,2515,79,570,362,275,7018,932,52,66,52,741,237,1957,2083,653,104,298
05000US55047,"Green Lake County, Wisconsin",18881,18881,54.04918,380.1243,349.33,30.79435,1524,76,15,99,474,639,2401,156,816,479,414,1547,708,1006,1042,19,387,152,168,3423,686,37,4,20,388,232,1991,1312,196,12,142
05000US55049,"Iowa County, Wisconsin",23751,23751,31.14074,768.0538,762.6987,5.355047,1090,106,32,31,552,1072,1505,352,2439,459,488,2623,669,1548,1702,48,445,319,218,4604,565,37,29,46,451,193,1423,1526,246,77,186
05000US55051,"Iron County, Wisconsin",5850,5850,7.715773,919.1632,758.1872,160.976,307,27,8,3,197,207,347,49,235,86,77,596,320,485,315,3,263,25,74,1209,103,10,2,4,71,62,506,695,206,7,54
05000US55053,"Jackson County, Wisconsin",20566,20566,20.82132,1000.473,987.7374,12.73606,1697,47,17,62,547,631,1561,121,914,406,383,1998,925,1490,1020,41,389,160,125,3567,970,40,7,10,198,162,1964,1704,232,12,238
05000US55055,"Jefferson County, Wisconsin",84538,84538,151.9205,582.7543,556.462,26.29226,5068,404,151,55,2195,2676,9865,1230,5237,1779,2067,10269,3600,4985,3834,29,1311,734,649,15428,2478,199,127,318,1364,702,5210,5651,1011,256,594
05000US55057,"Juneau County, Wisconsin",26399,26399,34.41652,805.162,767.0445,38.11753,2676,93,21,30,729,707,2348,214,1582,575,368,2275,1343,1937,1126,66,535,188,291,4389,927,112,35,22,382,308,1948,2353,447,23,210
05000US55059,"Kenosha County, Wisconsin",167896,167896,617.2281,754.0262,272.0161,482.0102,11053,932,414,246,7661,4432,14631,2818,10736,3678,3471,18352,7162,9705,5386,119,3965,2120,1330,27900,9158,876,167,229,1434,1878,14385,10375,5799,302,1995
05000US55061,"Kewaunee County, Wisconsin",20459,20459,59.7478,1084.286,342.4227,741.8635,1149,77,5,47,505,735,2584,222,1033,720,390,1849,550,936,1225,19,455,155,104,3772,548,66,23,2,408,136,903,1404,238,72,110
05000US55063,"La Crosse County, Wisconsin",117538,117538,260.183,479.9965,451.7513,28.24513,4066,1443,541,56,3148,2498,7920,1817,8845,2473,3044,18614,6503,8219,4051,85,2467,1570,931,18976,2995,760,108,1118,3198,611,6887,8137,3427,394,951
05000US55065,"Lafayette County, Wisconsin",16793,16793,26.5046,634.5684,633.588,0.980352,1148,32,21,91,269,633,1529,262,1131,436,350,1601,460,1050,1463,63,316,143,122,2901,713,25,17,24,420,235,1573,1026,176,30,139
05000US55067,"Langlade County, Wisconsin",19414,19414,22.2983,887.7939,870.6495,17.14444,1442,23,8,4,697,611,1388,191,1069,463,433,2001,773,1084,891,35,598,132,224,3758,903,29,33,31,394,209,1696,1679,186,92,97
05000US55069,"Lincoln County, Wisconsin",28171,28171,32.05577,906.7909,878.8123,27.97868,2003,72,33,59,734,872,3262,464,1710,625,1178,2718,1071,1603,1330,32,587,216,303,5509,590,60,16,4,326,281,1771,2364,307,31,184
05000US55071,"Manitowoc County, Wisconsin",80178,80178,136.0432,1494.076,589.3569,904.7188,5192,145,67,139,2083,2194,12417,771,3980,2259,1704,8340,2839,3720,3174,61,1503,601,483,15433,2390,152,171,212,1103,428,3968,5999,635,182,621
05000US55073,"Marathon County, Wisconsin",135367,135367,87.61601,1576.334,1545.003,31.33061,8210,486,269,200,3526,3304,14406,2389,8404,3221,5738,15946,5027,6818,5992,230,2690,1601,912,24106,5278,387,269,453,1602,1109,9318,9107,2093,417,848
05000US55075,"Marinette County, Wisconsin",41090,41090,29.36324,1549.998,1399.369,150.6291,2598,102,26,34,1334,1300,5141,370,2042,780,661,3662,1884,2085,1908,80,1302,272,329,7565,1412,43,46,115,587,408,2602,4348,1034,94,240
05000US55077,"Marquette County, Wisconsin",15082,15082,33.09577,464.4656,455.7078,8.757821,1294,32,16,12,464,442,1612,123,683,400,267,1226,640,935,690,15,279,65,143,2885,466,45,22,6,221,280,1188,1485,164,19,126
05000US55078,"Menominee County, Wisconsin",4457,4457,12.46336,364.959,357.6082,7.350757,268,15,8,12,183,25,147,5,20,81,57,464,338,941,43,4,174,3,28,255,714,40,0,0,31,10,1274,271,28,0,189
05000US55079,"Milwaukee County, Wisconsin",955306,955306,3953.684,1189.534,241.6243,947.9096,81522,7251,3206,2299,39819,16549,67630,11093,46305,20399,30435,120181,45201,52851,24953,548,36120,10636,11683,128168,72204,26470,713,3458,16572,6556,92076,46833,16426,3843,12341
05000US55081,"Monroe County, Wisconsin",45365,45365,50.35475,908.0854,900.908,7.177366,2993,128,65,173,1359,1178,3731,399,2316,1280,790,4542,1786,4240,2042,54,933,300,448,7416,2493,100,149,50,611,259,4473,5238,1136,61,398
05000US55083,"Oconto County, Wisconsin",37475,37475,37.57994,1148.848,997.2075,151.6405,2615,77,30,54,1004,1583,4387,447,1914,1291,988,3677,1184,2323,1948,85,719,342,290,8050,942,20,46,25,360,422,2193,3405,294,39,234
05000US55085,"Oneida County, Wisconsin",35604,35604,31.96231,1236.571,1113.937,122.6344,2161,262,93,14,881,1036,2039,279,2679,568,880,4021,1721,2025,1645,36,908,366,239,7440,759,78,41,48,328,214,2327,3533,399,26,218
05000US55087,"Outagamie County, Wisconsin",181799,181799,285.1492,644.6074,637.5576,7.049868,7873,788,305,193,3735,6104,22517,3036,10782,3848,6806,18869,8307,8491,6828,171,2691,2158,1297,33771,5373,716,353,541,2129,1405,10150,10771,2095,490,1237
05000US55089,"Ozaukee County, Wisconsin",87625,87625,375.9786,1116.194,233.0585,883.1357,2213,906,397,110,1692,1907,8946,1347,4707,1194,3595,11247,3776,4150,4740,57,1174,3769,361,17445,1199,403,147,217,902,696,3297,5091,1450,373,549
05000US55091,"Pepin County, Wisconsin",7349,7349,31.67799,248.7023,231.9907,16.71157,477,22,3,43,162,357,541,86,424,234,133,816,215,470,615,8,133,69,57,1354,317,9,3,22,168,106,633,540,67,8,54
05000US55093,"Pierce County, Wisconsin",40881,40881,71.25244,591.876,573.7488,18.12728,1359,246,103,30,654,1380,4483,392,2432,1001,1210,5311,2002,3568,1986,77,590,566,137,7509,989,79,27,183,1166,378,2523,2492,1929,212,230
05000US55095,"Polk County, Wisconsin",43483,43483,47.57098,956.4075,914.0658,42.34177,2228,106,40,69,1315,1545,4941,425,2304,896,834,4564,1664,2483,2560,121,800,354,417,9206,1269,62,20,33,623,842,3660,3321,1117,59,335
05000US55097,"Portage County, Wisconsin",70551,70551,88.09903,822.7987,800.8148,21.98394,3040,725,197,104,2426,1692,5148,717,5063,1842,3880,8487,3419,5444,2747,73,1850,709,707,11704,1689,180,45,593,2172,508,4148,4468,1097,240,337
05000US55099,"Price County, Wisconsin",13707,13707,10.93071,1278.032,1253.99,24.0419,1029,44,29,12,270,305,2124,104,572,217,223,1143,485,845,969,26,440,106,170,2625,380,5,27,35,285,152,837,1340,262,23,98
05000US55101,"Racine County, Wisconsin",194873,194873,586.0183,792.1464,332.5374,459.609,14748,914,441,391,7459,5285,20723,2539,10233,5044,4997,19593,6805,9324,6034,152,3844,2683,4085,34810,8463,1283,309,340,1617,1574,15421,13089,2706,232,2327
05000US55103,"Richland County, Wisconsin",17642,17642,30.0981,589.298,586.1499,3.148056,1311,89,43,56,313,560,2003,209,1068,251,305,1799,618,975,1010,16,393,127,194,3083,714,71,28,13,249,271,1492,1225,208,79,129
05000US55105,"Rock County, Wisconsin",160986,160986,224.17,726.1331,718.1423,7.990736,11476,670,309,181,6124,4566,17240,2868,9292,3489,2671,17038,6111,9037,6025,127,3462,1490,1573,29543,8740,452,254,220,1571,1171,12842,11041,3997,236,1641
05000US55107,"Rusk County, Wisconsin",14272,14272,15.62251,930.856,913.5534,17.30266,1286,37,10,83,334,438,1627,148,813,354,186,1199,299,830,979,38,453,98,116,2434,731,25,2,3,316,146,1474,1176,125,38,135
05000US55109,"St. Croix County, Wisconsin",86726,86726,120.0392,735.6829,722.4808,13.20212,2454,650,194,188,1986,2912,8630,1598,4988,2521,3242,9759,3281,5496,4685,55,750,1926,283,18475,1437,231,70,139,657,549,4914,5083,2710,184,644
05000US55111,"Sauk County, Wisconsin",63317,63317,76.14511,849.1847,831.5307,17.65397,4004,332,69,214,1664,1994,5510,833,4696,961,1598,6311,5030,3806,3247,110,1177,530,735,11058,2344,70,68,309,1143,609,5253,4567,874,65,592
05000US55113,"Sawyer County, Wisconsin",16438,16438,13.07397,1350.238,1257.307,92.93111,1077,104,33,56,587,503,690,75,1015,282,362,1527,1136,1442,1055,63,536,211,254,2929,894,116,16,29,286,112,1727,1505,273,12,243
05000US55115,"Shawano County, Wisconsin",41384,41384,46.33228,909.4,893.2001,16.19983,2755,132,32,104,962,1309,4136,633,2090,885,925,4011,2293,2827,2435,35,914,305,325,7266,1445,31,18,53,686,248,3617,3210,469,54,393
05000US55117,"Sheboygan County, Wisconsin",115269,115269,225.4532,1271.241,511.2769,759.9641,6683,542,218,170,3173,2645,19397,1097,6621,1903,3143,11210,4596,5039,4083,76,1925,1055,1002,21735,3203,229,206,430,1683,586,6786,7127,1335,316,718
05000US55119,"Taylor County, Wisconsin",20521,20521,21.04651,984.5626,975.0311,9.531478,1758,31,13,66,475,697,2841,197,954,602,430,1815,504,844,1564,47,615,193,181,3685,801,65,39,22,372,300,2142,1396,213,32,108
05000US55121,"Trempealeau County, Wisconsin",29521,29521,40.27397,742.0281,733.0045,9.023583,2137,91,29,78,511,948,4399,298,1438,714,591,3083,718,1789,1829,42,506,228,172,5100,904,25,40,27,495,251,2380,1892,320,49,141
05000US55123,"Vernon County, Wisconsin",30442,30442,38.45827,816.384,791.5593,24.82474,2441,171,95,286,501,1018,2158,473,1493,636,528,3304,763,1677,2006,70,651,270,197,5191,1950,104,69,53,490,222,5053,2016,219,27,133
05000US55125,"Vilas County, Wisconsin",21373,21373,24.91887,1017.717,857.7033,160.0134,1250,165,52,8,747,1000,411,284,1297,434,508,1496,1581,1390,1767,18,893,252,273,4124,765,11,10,25,385,160,1880,2254,453,66,168
05000US55127,"Walworth County, Wisconsin",103021,103021,185.5379,576.5869,555.2559,21.33108,6098,807,334,115,3606,3803,10177,1414,6030,1953,2170,11450,5790,6134,5343,134,2821,1290,789,18397,3296,367,105,320,1787,1238,8723,6007,3198,246,1166
05000US55129,"Washburn County, Wisconsin",15685,15685,19.67726,853.3166,797.1131,56.20353,971,61,25,32,394,528,1281,135,815,390,267,1511,528,1044,952,12,466,134,159,3094,612,43,34,9,209,181,1157,1620,343,39,179
05000US55131,"Washington County, Wisconsin",133422,133422,309.8178,435.666,430.6466,5.019341,5649,411,189,51,3036,4388,17253,2395,8527,2745,5123,14688,4651,5875,5675,44,1496,2639,629,29097,2187,612,211,230,1215,970,6241,8496,1367,231,880
05000US55133,"Waukesha County, Wisconsin",395377,395377,719.2847,580.5145,549.6808,30.83365,11370,3533,1432,300,8036,11352,38477,8538,23794,7512,17413,48018,15902,17538,17190,244,4391,13575,1687,82794,5726,1281,434,431,2714,2853,15279,23396,5662,1218,2266
05000US55135,"Waupaca County, Wisconsin",51974,51974,69.51214,765.1742,747.6968,17.47738,3401,123,64,147,1236,1668,7248,468,2271,1159,1020,5357,1968,3274,2646,44,1037,480,754,10236,1696,79,84,197,718,444,3513,4585,418,121,516
05000US55137,"Waushara County, Wisconsin",24238,24238,38.70844,637.3947,626.1684,11.22631,2495,61,19,106,702,753,2182,217,986,581,399,2033,949,1492,1208,35,572,191,379,4550,713,48,11,43,244,210,2055,2343,263,32,193
05000US55139,"Winnebago County, Wisconsin",169487,169487,390.0858,578.5709,434.4865,144.0844,8936,894,346,218,4026,3501,21384,2577,10304,3317,4235,17910,7696,9788,5156,120,3460,1883,1498,29227,5336,854,173,629,2081,1108,9920,11885,2317,231,1024
05000US55141,"Wood County, Wisconsin",73621,73621,92.84512,809.2735,792.9443,16.32924,3988,428,219,157,2206,2074,7063,711,4231,2017,1745,9699,2740,3950,2971,78,1581,691,896,13769,2356,181,160,327,1359,636,4319,5605,638,153,547
