Geo_GEOID,Geo_NAME,SE_T002_001,SE_T002_002,SE_T002_003,SE_T012_001,SE_T012_002,SE_T012_003,SE_T057_001,SE_T098_001,SE_T104_001,ACS16_5yr_B25077001,ACS16_5yr_B25077001s
05000US01065,"Hale County, Alabama",15159,23.5409,643.9429619,39.7,37.5,42.3,33351,1981,449,89400,4007.878788
05000US01067,"Henry County, Alabama",17187,30.59544,561.7503216,43.2,41.3,45.7,41045,1980,582,101800,6123.030303
05000US01069,"Houston County, Alabama",103891,179.1637,579.8663592,39.3,37.7,40.9,41945,1982,707,124800,1496.363636
05000US01071,"Jackson County, Alabama",52608,48.80748,1077.867493,42.8,41.3,44.3,38422,1978,591,103800,2853.333333
05000US01073,"Jefferson County, Alabama",659096,593.0917,1111.288596,37.5,35.8,39.1,47220,1973,820,145700,1003.030303
05000US01075,"Lamar County, Alabama",14066,23.2555,604.8462927,44.3,44.2,44.7,34298,1976,432,71100,2852.121212
05000US01077,"Lauderdale County, Alabama",92641,138.7465,667.6996249,41.3,39.5,42.7,43657,1977,601,124100,2829.69697
05000US01079,"Lawrence County, Alabama",33433,48.4061,690.6774611,42.2,41.4,42.7,42339,1981,557,97600,3381.818182
05000US01081,"Lee County, Alabama",153947,253.389,607.5519979,30.5,29.3,31.8,45056,1993,806,156400,2258.787879
05000US01083,"Limestone County, Alabama",90257,161.1906,559.9394345,39,38,40.4,51115,1990,628,142500,2575.757576
05000US01085,"Lowndes County, Alabama",10565,14.75741,715.9114683,40.4,38.4,43.1,27914,1987,589,68900,6955.151515
05000US01087,"Macon County, Alabama",19684,32.32671,608.9082112,38.2,36,39.4,32390,1976,592,77000,2221.818182
05000US01089,"Madison County, Alabama",349973,436.5883,801.6087549,38.1,36.7,39.5,60150,1987,783,171200,1178.787879
05000US01091,"Marengo County, Alabama",20066,20.54087,976.881845,42.2,40.7,43.3,30713,1978,511,87900,4370.909091
05000US01093,"Marion County, Alabama",30239,40.73734,742.2920446,43.9,42.6,45,34074,1979,482,85500,4790.909091
05000US01095,"Marshall County, Alabama",94534,167.0678,565.842041,38.8,37.3,40.1,39831,1980,604,115700,2260
05000US01097,"Mobile County, Alabama",414291,336.9863,1229.400031,37.2,35.9,38.5,44263,1978,801,123500,1116.969697
05000US01099,"Monroe County, Alabama",21975,21.42466,1025.687433,41.5,39.7,42.9,28182,1983,506,87700,4138.787879
05000US01101,"Montgomery County, Alabama",227392,289.9064,784.3634673,36,34.3,37.5,45358,1978,825,122000,1335.757576
05000US01103,"Morgan County, Alabama",119555,206.3571,579.3597438,39.8,38.4,41.7,46883,1981,613,124900,2321.212121
05000US01105,"Perry County, Alabama",9856,13.69529,719.663566,37.1,35.5,41.1,24912,1974,516,73700,6741.212121
05000US01107,"Pickens County, Alabama",20042,22.73804,881.4302707,42.2,40.9,44.3,31679,1976,420,89100,3740
05000US01109,"Pike County, Alabama",33277,49.51168,672.1039819,31.2,29.2,32.9,33193,1985,613,102300,4904.242424
05000US01111,"Randolph County, Alabama",22615,38.95448,580.5494574,42.8,42,44.3,37496,1982,606,85600,2735.151515
05000US01113,"Russell County, Alabama",58636,91.45387,641.1538833,34.8,33.3,36.2,38400,1983,742,114000,3307.878788
05000US01115,"St. Clair County, Alabama",86576,137.008,631.9045308,40,39.2,41.3,54042,1993,702,142800,2600
05000US01117,"Shelby County, Alabama",205951,262.2347,785.3689886,38.1,37.4,38.7,72310,1994,954,195400,2161.212121
05000US01119,"Sumter County, Alabama",13285,14.69759,903.8894821,36.5,33.3,39.4,20428,1980,589,73400,3696.363636
05000US01121,"Talladega County, Alabama",81057,110.0156,736.7771959,40.8,39.9,41.6,37923,1980,598,94200,2636.363636
05000US01123,"Tallapoosa County, Alabama",40958,57.16235,716.5206325,43,42.7,43.6,39395,1982,565,105200,3860
05000US01125,"Tuscaloosa County, Alabama",202471,153.1925,1321.677191,32.1,30.7,33.5,48022,1989,784,160000,1458.181818
05000US01127,"Walker County, Alabama",65593,82.90385,791.193658,42.3,41,43.5,37025,1979,607,84800,1953.939394
05000US01129,"Washington County, Alabama",16909,15.65349,1080.206691,41.4,38.7,44,40293,1982,615,81100,4223.030303
05000US01131,"Wilcox County, Alabama",11119,12.51437,888.4982757,40.2,38.3,42.1,24442,1984,457,81600,4404.242424
05000US01133,"Winston County, Alabama",24013,39.17424,612.9792725,44.1,43.3,45.3,33896,1983,540,77700,3117.575758
05000US02013,"Aleutians East Borough, Alaska",3299,0.4725035,6981.959292,42.8,42.4,44.9,65926,1982,939,124500,5387.878788
05000US02016,"Aleutians West Census Area, Alaska",5714,1.301517,4390.259822,37.6,38.5,35.6,86964,1981,1257,211400,25160.60606
05000US02020,"Anchorage Municipality, Alaska",299321,175.3895,1706.607098,32.8,32.1,33.6,80862,1981,1231,298000,1809.69697
05000US02050,"Bethel Census Area, Alaska",17885,0.4408416,40570.12542,26.8,27.2,26.5,53296,1985,1175,151400,12483.0303
05000US02060,"Bristol Bay Borough, Alaska",942,1.869604,503.8501182,40.7,41.6,40.1,88000,1983,1040,199000,12945.45455
05000US02068,"Denali Borough, Alaska",2125,0.1666981,12747.59626,37.3,38.7,36.8,81302,1988,933,228600,14748.48485
05000US02070,"Dillingham Census Area, Alaska",4980,0.2681927,18568.73587,29.7,30.9,28.5,56055,1985,1018,196400,9013.333333
05000US02090,"Fairbanks North Star Borough, Alaska",100150,13.63828,7343.299333,30.7,29.8,31.7,73831,1984,1240,224000,4073.333333
05000US02100,"Haines Borough, Alaska",2528,1.08956,2320.202404,44.6,43.8,48.2,53125,1984,882,198400,19290.30303
05000US02105,"Hoonah-Angoon Census Area, Alaska",2107,0.3216425,6550.750895,48.4,48.8,47.8,54091,1984,785,235100,13304.84848
05000US02110,"Juneau City and Borough, Alaska",32524,12.03698,2702.006131,37.5,37.9,37.2,87436,1980,1184,329500,5758.181818
05000US02122,"Kenai Peninsula Borough, Alaska",57637,3.585487,16075.08268,40.5,39.9,41.1,64891,1987,970,229200,3207.878788
05000US02130,"Ketchikan Gateway Borough, Alaska",13715,2.822942,4858.405534,39.2,38.7,39.6,64162,1976,1078,257100,4650.909091
05000US02150,"Kodiak Island Borough, Alaska",13918,2.124772,6550.350782,32.7,32.6,32.8,73068,1979,1254,266700,11157.57576
05000US02158,"Kusilvak Census Area, Alaska",7993,0.4679369,17081.36225,23.3,23.7,22.8,38160,1984,607,101300,3870.909091
05000US02164,"Lake and Peninsula Borough, Alaska",1411,0.06016995,23450.24477,31.9,34.9,29.3,43864,1985,743,143800,20391.51515
05000US02170,"Matanuska-Susitna Borough, Alaska",98679,4.010047,24607.94104,34.8,34.6,35,73908,1992,1079,230100,1780.606061
05000US02180,"Nome Census Area, Alaska",9879,0.4302147,22962.95293,27.7,28,27.4,51563,1982,1260,138300,9455.757576
05000US02185,"North Slope Borough, Alaska",9681,0.1089724,88839.03954,33.8,36.4,28.9,72027,1984,1057,154100,7607.878788
05000US02188,"Northwest Arctic Borough, Alaska",7723,0.2167229,35635.36194,26.3,26.8,25.7,61341,1981,1226,146400,15153.93939
05000US02195,"Petersburg Borough, Alaska",3196,1.095427,2917.583643,40.8,39.3,41.8,63940,1975,912,213400,7003.030303
05000US02198,"Prince of Wales-Hyder Census Area, Alaska",6374,1.211318,5262.038552,40.5,41.4,39.3,51887,1987,834,171100,5845.454545
05000US02220,"Sitka City and Borough, Alaska",8921,3.107948,2870.382955,39.1,38.2,40.2,70160,1979,1019,341600,8300.606061
05000US02230,"Skagway Municipality, Alaska",1014,2.241777,452.3197976,44.1,44,44.4,64853,1976,1028,305700,12160
05000US02240,"Southeast Fairbanks Census Area, Alaska",6970,0.2814159,24767.60987,36.4,37.7,35.7,63713,1983,1132,201600,8780
05000US02261,"Valdez-Cordova Census Area, Alaska",9522,0.2781097,34238.2842,37.6,36.8,38,82511,1979,879,227900,19160.60606
05000US02275,"Wrangell City and Borough, Alaska",2401,0.9447211,2541.490818,48.8,49.5,48.3,52986,1977,759,183300,12289.69697
05000US02282,"Yakutat City and Borough, Alaska",646,0.08445047,7649.454611,40.5,44.2,34.3,66875,1983,975,165800,7965.454545
05000US02290,"Yukon-Koyukuk Census Area, Alaska",5600,0.03848983,145492.9726,35.2,35.6,34.1,38451,1983,631,90800,2824.242424
05000US04001,"Apache County, Arizona",72346,6.460927,11197.4642,33.5,32.6,34.7,32460,1986,503,77900,1867.272727
05000US04003,"Cochise County, Arizona",128177,20.79251,6164.574983,40.3,38.7,42.1,45383,1985,790,140700,2252.727273
05000US04005,"Coconino County, Arizona",138064,7.415355,18618.6646,30.7,30.6,30.8,51106,1987,1025,231300,4367.272727
05000US04007,"Gila County, Arizona",53179,11.17677,4757.992973,48.9,47.5,50.5,40593,1983,762,139800,4158.787879
05000US04009,"Graham County, Arizona",37529,8.118407,4622.704945,32.4,32.7,31.9,47422,1984,794,121400,4371.515152
05000US04011,"Greenlee County, Arizona",9224,5.00766,1841.978153,33.3,32.4,34.8,51813,1976,421,81600,4111.515152
05000US04012,"La Paz County, Arizona",20304,4.512374,4499.627087,55.1,54.9,55.3,36321,1984,562,71200,6441.212121
05000US04013,"Maricopa County, Arizona",4088549,444.4465,9199.192089,35.8,34.7,37,55676,1989,989,204900,686.6666667
05000US04015,"Mohave County, Arizona",203629,15.29769,13311.09065,49.7,48.8,50.6,39856,1992,791,130000,2811.515152
05000US04017,"Navajo County, Arizona",108209,10.8754,9949.889572,35.8,34.6,37.3,36868,1987,681,106100,3050.30303
05000US04019,"Pima County, Arizona",1003338,109.2103,9187.214792,38.1,36.5,39.9,46764,1984,831,160800,629.6969697
05000US04021,"Pinal County, Arizona",397604,74.09901,5365.84812,38.3,37.3,39.3,51190,2001,990,142200,1404.242424
05000US04023,"Santa Cruz County, Arizona",46547,37.63131,1236.922018,36.4,33.5,39.2,38941,1987,627,135200,4281.212121
05000US04025,"Yavapai County, Arizona",218586,26.90782,8123.511083,51.9,50.5,53.2,46638,1992,892,199300,2845.454545
05000US04027,"Yuma County, Arizona",203292,36.86815,5514.027537,34,32.4,36.3,41467,1991,831,113400,1086.060606
05000US05001,"Arkansas County, Arkansas",18569,18.7793,988.8013195,41.2,41,41.3,37330,1973,632,77600,1795.757576
05000US05003,"Ashley County, Arkansas",20989,22.68226,925.3486086,41.5,39.5,42.9,36352,1976,616,70900,2611.515152
05000US05005,"Baxter County, Arkansas",40992,73.95492,554.2836368,51.8,50.4,52.8,38115,1985,638,123100,2863.636364
05000US05007,"Benton County, Arkansas",245231,289.3643,847.4820424,35.1,34.2,35.8,59016,1993,814,155900,1438.181818
05000US05009,"Boone County, Arkansas",37301,63.18658,590.3310255,42.4,40.6,43.9,38664,1979,606,114400,2947.878788
05000US05011,"Bradley County, Arkansas",11096,17.09085,649.2364042,40.9,38.9,43.3,34665,1977,575,72500,3474.545455
05000US05013,"Calhoun County, Arkansas",5210,8.288731,628.5643084,44.9,42.5,46.8,35446,1977,645,71800,4953.333333
05000US05015,"Carroll County, Arkansas",27690,43.9538,629.9796787,44.4,44.1,45,38145,1984,585,118500,5689.69697
05000US05017,"Chicot County, Arkansas",11189,17.36586,644.3101111,43.7,40.9,45.7,29628,1976,571,59600,2922.424242
05000US05019,"Clark County, Arkansas",22684,26.19175,866.0742521,33.6,31.6,35.7,35595,1981,584,92700,3019.393939
05000US05021,"Clay County, Arkansas",15202,23.77363,639.4479171,44,42.7,45.8,32404,1971,513,66700,2431.515152
05000US05023,"Cleburne County, Arkansas",25587,46.21174,553.6904851,47.9,46.7,49.3,41717,1988,679,126100,4116.969697
05000US05025,"Cleveland County, Arkansas",8421,14.08704,597.7836747,42.5,41,43.8,42429,1984,651,84000,2643.030303
05000US05027,"Columbia County, Arkansas",24168,31.54813,766.0674876,36,34.5,36.8,36507,1977,645,77100,3671.515152
05000US05029,"Conway County, Arkansas",21060,38.13443,552.2567796,41,39.6,42.5,38266,1980,573,100300,4165.454545
05000US05031,"Craighead County, Arkansas",102884,145.4643,707.2800276,33.9,32.6,35.2,43892,1989,699,131700,2352.121212
05000US05033,"Crawford County, Arkansas",61927,104.752,591.1774603,38.8,38.1,39.4,41792,1987,654,109500,2187.272727
05000US05035,"Crittenden County, Arkansas",49511,81.12172,610.3297591,34.7,33.1,35.8,39407,1981,697,102800,3381.212121
05000US05037,"Cross County, Arkansas",17329,28.11412,616.3806288,40.3,38.2,41.9,39306,1977,647,83900,2548.484848
05000US05039,"Dallas County, Arkansas",7738,11.59448,667.3862952,43.4,41,45.2,35745,1974,608,61000,7276.363636
05000US05041,"Desha County, Arkansas",12234,15.92667,768.1453474,39.3,39.3,39.3,26519,1975,538,58800,3161.212121
05000US05043,"Drew County, Arkansas",18688,22.56041,828.3539105,36.8,34,39.4,33092,1983,626,94200,4794.545455
05000US05045,"Faulkner County, Arkansas",120417,185.8538,647.9124135,31.9,31.5,32.4,50872,1994,754,149900,2021.212121
05000US05047,"Franklin County, Arkansas",17799,29.23342,608.8579993,41,40.1,41.7,39482,1982,589,94000,3869.090909
05000US05049,"Fulton County, Arkansas",12186,19.71228,618.1933939,48.2,46.8,48.9,35593,1981,488,88500,7440.606061
05000US05051,"Garland County, Arkansas",97119,143.2826,677.8142416,44.1,42.8,45.6,40011,1981,713,133700,2833.939394
05000US05053,"Grant County, Arkansas",18046,28.56233,631.8112733,39.3,39.1,39.6,49195,1986,700,117800,4387.878788
05000US05055,"Greene County, Arkansas",43745,75.72422,577.6883229,38.2,36.9,39.3,42755,1985,685,105300,2989.69697
05000US05057,"Hempstead County, Arkansas",22208,30.52561,727.5202819,38.5,37.3,39.6,34072,1978,597,76300,2442.424242
05000US05059,"Hot Spring County, Arkansas",33440,54.35566,615.2072735,40.9,39.1,42.6,42589,1980,654,85600,2418.181818
05000US05061,"Howard County, Arkansas",13487,22.915,588.5665447,38.6,38.6,38.6,34672,1978,546,90100,4924.242424
05000US05063,"Independence County, Arkansas",37030,48.47152,763.9536986,39.2,37.7,40.9,37592,1982,582,99900,4076.363636
05000US05065,"Izard County, Arkansas",13461,23.18559,580.5759965,48.1,46.2,50.5,35188,1980,564,77600,2472.727273
05000US05067,"Jackson County, Arkansas",17495,27.59739,633.9368244,40.8,40.2,41.8,31245,1974,550,63600,2647.878788
05000US05069,"Jefferson County, Arkansas",72385,83.12991,870.7455324,38.7,36.5,40.8,36377,1975,681,81900,2007.272727
05000US05071,"Johnson County, Arkansas",26025,39.43839,659.8900566,38,36.7,38.9,34031,1982,600,90100,2706.666667
05000US05073,"Lafayette County, Arkansas",7127,13.49056,528.2951674,45.3,42.7,47,29882,1975,428,63300,4242.424242
05000US05075,"Lawrence County, Arkansas",16915,28.78574,587.6173635,41.8,40.5,42.8,33381,1976,526,69700,1895.757576
05000US05077,"Lee County, Arkansas",9781,16.23076,602.6212075,40.9,38.1,44.7,25724,1974,524,64600,3126.060606
05000US05079,"Lincoln County, Arkansas",13935,24.81472,561.5618296,37.6,36.1,42.9,32369,1981,563,65000,4006.060606
05000US05081,"Little River County, Arkansas",12616,23.70286,532.2564151,41.6,38.4,44,35396,1977,537,73700,2667.272727
05000US05083,"Logan County, Arkansas",21935,30.97641,708.1195928,42.8,42.7,42.8,36463,1978,580,87400,2176.969697
05000US05085,"Lonoke County, Arkansas",71279,92.45847,770.9299286,35.8,34.6,36.8,56156,1994,738,131700,2307.878788
05000US05087,"Madison County, Arkansas",15761,18.89235,834.2532058,42.3,41.4,43.3,39839,1984,627,100100,7463.030303
05000US05089,"Marion County, Arkansas",16404,27.47699,597.0087027,51.5,50.9,51.9,33726,1981,554,109700,4427.878788
05000US05091,"Miller County, Arkansas",43666,69.79998,625.587578,37.6,36.1,40.4,39955,1980,693,99600,4350.30303
05000US05093,"Mississippi County, Arkansas",44199,49.07861,900.5756011,35.9,34,37.7,35003,1975,621,80700,1943.030303
05000US05095,"Monroe County, Arkansas",7542,12.42237,607.130535,45.5,44.7,46.1,31541,1975,500,56400,3940
05000US05097,"Montgomery County, Arkansas",9100,11.66845,779.8807284,49.2,47.9,50,35103,1982,553,88200,6599.393939
05000US05099,"Nevada County, Arkansas",8668,14.0296,617.8366726,44,36.4,46.7,30750,1971,675,65300,2380.606061
05000US05101,"Newton County, Arkansas",7988,9.730715,820.9058081,47.9,47.2,48.7,33176,1980,394,84800,4451.515152
05000US05103,"Ouachita County, Arkansas",24728,33.74531,732.7833797,42.8,41.9,43.8,31233,1973,546,66900,2887.272727
05000US05105,"Perry County, Arkansas",10246,18.57632,551.562364,43.7,42.5,44.9,45819,1989,653,84500,6051.515152
05000US05107,"Phillips County, Arkansas",19929,28.64907,695.6247087,37.3,35.5,39.1,26829,1972,585,62900,3211.515152
05000US05109,"Pike County, Arkansas",11017,18.34274,600.6191102,41.4,41.4,41.4,34519,1983,511,77300,3207.878788
05000US05111,"Poinsett County, Arkansas",24131,31.81994,758.3610117,39.9,38.4,41.9,35163,1976,537,77900,2444.848485
05000US05113,"Polk County, Arkansas",20290,23.65672,857.684431,44.1,43.1,45.1,33202,1983,529,83900,3594.545455
05000US05115,"Pope County, Arkansas",63107,77.66491,812.5548319,34.9,34.2,35.8,40534,1986,667,120900,2925.454545
05000US05117,"Prairie County, Arkansas",8334,12.8628,647.9150822,45.4,44.7,46.9,37500,1978,504,67100,1896.363636
05000US05119,"Pulaski County, Arkansas",391806,516.5043,758.5726328,36.5,34.9,37.9,47101,1979,794,144000,1539.393939
05000US05121,"Randolph County, Arkansas",17584,26.95948,652.2379934,42.9,41.6,44.4,36318,1979,550,79000,3609.090909
05000US05123,"St. Francis County, Arkansas",27023,42.56965,634.794972,38,36.9,40,35066,1980,584,62700,3099.393939
05000US05125,"Saline County, Arkansas",115577,159.7323,723.5670899,39.2,38.8,39.7,57632,1993,796,143900,2014.545455
05000US05127,"Scott County, Arkansas",10661,11.94777,892.3004369,42,40.6,43.3,37861,1982,506,77700,5424.242424
05000US05129,"Searcy County, Arkansas",7938,11.91723,666.0945765,47.5,47.1,48.2,35542,1980,470,82800,6336.363636
05000US05131,"Sebastian County, Arkansas",127351,239.4287,531.8953447,37.1,35.9,38.6,40023,1977,640,114800,1859.393939
05000US05133,"Sevier County, Arkansas",17193,30.42325,565.1269674,35.2,33.7,36,38956,1982,530,70400,2844.242424
05000US05135,"Sharp County, Arkansas",17027,28.16992,604.4389642,47.9,47.1,48.6,31068,1979,601,76700,3108.484848
05000US05137,"Stone County, Arkansas",12503,20.61826,606.404144,49.1,47.1,51,30486,1987,557,104800,10626.06061
05000US05139,"Union County, Arkansas",40334,38.81198,1039.215267,39.5,37.7,41.1,39836,1975,618,77800,3447.878788
05000US05141,"Van Buren County, Arkansas",16892,23.79962,709.7591371,47.2,46.4,48,34576,1984,600,92000,4500.606061
05000US05143,"Washington County, Arkansas",219930,233.4675,942.0156696,31.4,30.6,32.1,45442,1992,725,157400,1666.666667
05000US05145,"White County, Arkansas",78823,76.15031,1035.097503,36.1,35.1,37.2,42197,1989,664,113500,2740.606061
05000US05147,"Woodruff County, Arkansas",6873,11.71331,586.7684576,43.8,42.4,45.4,30383,1975,455,62700,3022.424242
05000US05149,"Yell County, Arkansas",21716,23.3451,930.2166836,39.3,37.5,40.9,39323,1983,572,100100,5116.969697
05000US06001,"Alameda County, California",1605217,2171.873,739.0933147,37.2,36.3,38.1,79831,1967,1432,593500,2009.69697
05000US06003,"Alpine County, California",1184,1.603597,738.3403352,42.8,39,44.9,62375,1982,1109,329500,24201.21212
05000US06005,"Amador County, California",36963,62.16744,594.5716999,50.3,48.1,53.2,57032,1980,1061,265900,6152.727273
05000US06007,"Butte County, California",223877,136.8053,1636.464453,36.9,35.3,38.9,44366,1977,936,228500,2261.212121
05000US06009,"Calaveras County, California",44787,43.90827,1020.012806,51.2,50.6,52.1,53502,1985,1120,259000,6288.484848
05000US06011,"Colusa County, California",21361,18.56302,1150.728396,34.7,33.8,35.6,54946,1973,896,205000,9923.636364
05000US06013,"Contra Costa County, California",1107925,1532.916,722.7565842,39.1,37.7,40.4,82881,1976,1506,472900,2204.848485
05000US06015,"Del Norte County, California",27628,27.45719,1006.220965,38.1,37,43.4,42363,1979,818,183600,8457.575758
05000US06017,"El Dorado County, California",183000,107.1513,1707.864765,45.2,44.2,45.9,72586,1981,1105,379200,3093.333333
05000US06019,"Fresno County, California",963160,161.637,5958.783241,31.6,30.7,32.5,45963,1979,901,204900,1447.878788
05000US06021,"Glenn County, California",27976,21.29159,1313.945955,36.9,35.4,37.8,41699,1973,750,215800,8634.545455
05000US06023,"Humboldt County, California",135182,37.88768,3567.967407,37.6,37.1,38.3,42685,1970,899,279000,2669.69697
05000US06025,"Imperial County, California",178807,42.81182,4176.579685,32.2,31,33.6,42560,1986,778,159000,1858.787879
